τ,η,τ_x_η,skill_factor,A,β,σ,α,γ,success,effective_output,output_multiplier,labor_efficiency,technology_split,error_type
0.04459287036334819,0.680639085801938,0.030351650517393646,1.4906923053875518,0.6150539666390966,0.9751027126158563,2.731774778106838,0.3032534181081058,0.01531551512949387,false,NaN,0.9696483494826064,NaN,NaN,almost_solved
0.29807541247838615,0.7745677006834722,0.23087958687366114,2.8339986197037104,0.7885368027170195,0.9539034743695168,2.3705371333020393,0.4112878624272652,0.012281354928409243,false,NaN,0.7691204131263388,NaN,NaN,infeasible
0.1649548967112453,0.8468414651582155,0.13969064641597306,1.5643925011876274,0.957722760258899,0.9445064461816376,1.5872809310382336,0.36886463087120885,0.003650364976254743,true,0.6773392085325226,0.8603093535840269,1.0,0.49999999999999994,none
0.2713694916225716,0.8643550726425094,0.23455959664438875,1.0477575777396038,0.5705026990981431,0.935026408380122,2.2507796888799625,0.336741008626139,0.01218205899843906,false,NaN,0.7654404033556113,NaN,NaN,infeasible
4.1654978116512086e-5,0.7797299230465208,3.2479632881292476e-5,1.192519579274206,0.7232638451781256,0.9239791088152972,2.9568764326104175,0.3381027536395864,0.010319223647015114,true,0.7060540204942947,0.9999675203671187,1.0,0.49999999999999994,none
0.043179830707642204,0.8890845386536099,0.03839051986384505,2.8607683857701174,1.1973457700481773,0.9452871051020193,2.1297198492347627,0.4351950878421569,0.021157758737336576,true,1.0557674868361417,0.961609480136155,1.0,0.49999999999999994,none
0.17441263256659512,0.5233210825472664,0.09127380768466917,1.6555744258364815,0.7125503387669444,0.9513475440821897,2.107267291305099,0.30544933002133084,0.006167346384774808,true,0.5831312389523936,0.9087261923153308,1.0,0.49999999999999994,none
0.17967746943141646,0.5420740757657485,0.09739849817796362,1.2671960294373728,0.9162211572600879,0.9261802994902703,1.8215137106655284,0.35250473023483103,0.014020589607981816,true,0.7177912405314281,0.9026015018220364,1.0,0.4999999999996745,none
0.245807167099048,1.219110122540591,0.29966600560347595,1.651959376421849,1.2987863780044548,0.9741891503825771,1.2339052101809225,0.31542374482716645,0.012023102991070523,true,0.6061627457528379,0.7003339943965241,1.0,0.49999999999999994,none
0.042582631568780324,0.8486737216021395,0.03613876040908955,1.0957996202329732,1.1801878146445357,0.9464416412285666,2.1927302948569594,0.32123924789844244,0.009600258085130164,true,1.0705539345205173,0.9638612395909104,1.0,0.49999999999999994,none
0.23377739276291779,0.9619768767551661,0.22488844614603742,1.9492775943824043,1.1782586972676423,0.9596271009701618,2.4365823208913215,0.37696802559662634,0.007197281365549008,false,NaN,0.7751115538539626,NaN,NaN,infeasible
0.1625481485632251,1.557139600806044,0.2531101591655019,0.6204295947974203,0.948450210585381,0.966717034343916,1.8907971541430735,0.32000935121664575,0.016127976720015726,false,NaN,0.7468898408344982,NaN,NaN,infeasible
0.2774852043951166,1.4577795708587267,0.4045122621827591,1.8324998465847906,0.8643408953657,0.9627495819925163,1.501293939064925,0.37884553631842555,0.011672352461107887,true,0.30183579136330857,0.595487737817241,1.0,0.49999999999999994,none
0.00715139702794797,0.9713808935470999,0.006946730435118173,1.4157630340625145,1.3504901901295683,0.931111910562726,2.1926850642685083,0.349760750294819,0.009343583897233481,true,1.278942667884301,0.9930532695648818,1.0,0.49999999999999994,none
0.2781287762402761,1.0210201436612,0.2839750830731605,2.798512180599167,1.3666377635986446,0.9896138973039638,2.415856280315921,0.3926960659937104,0.003413123484975139,false,NaN,0.7160249169268396,NaN,NaN,infeasible
0.07429983775022227,1.265805642373359,0.09404915385165645,1.487631662786466,0.883845784420153,0.9450354422758412,2.227545069779846,0.33918889064885305,0.014951057166053036,true,0.7179149134951507,0.9059508461483435,1.0,0.49999999999999994,none
0.048449452410432504,1.0852566451919816,0.052580090184334544,2.693041973624197,0.8059500214175265,0.9474763828030756,1.6448207976117541,0.3389510131963329,0.009557769222526909,true,0.6905177317164216,0.9474199098156655,1.0,0.49999999999929784,none
0.027985395563605353,1.0913815242511915,0.030542743666980142,3.734950733118299,0.8250451477024194,0.9556052029082439,2.3030696577915943,0.28746945876406427,0.011383112132908416,true,0.7645116502058756,0.9694572563330198,1.0,0.49999999999996153,none
0.10559372254705257,1.4476913334390262,0.15286711699693312,1.7447252495974037,0.9056889160207213,0.9435446658624759,2.304228590163549,0.31146854654833545,0.013935439268863332,false,NaN,0.8471328830030669,NaN,NaN,infeasible
0.29637681860685927,0.5288027816789448,0.15672488610446322,0.3536353649321899,1.3046539837029048,0.9424970196224066,2.1449232171988433,0.3301246387805519,0.015051573364845033,false,NaN,0.8432751138955368,NaN,NaN,infeasible
0.20775785749633233,0.5782220903303082,0.12013018264407557,1.495831159217012,1.2034730673958707,0.9849180112470857,1.7050422019890465,0.29767983263184505,0.014084711882019403,true,0.9208682945662746,0.8798698173559244,1.0,0.49999999999999994,none
0.14738316584013833,1.0668396822508999,0.15723420981402486,3.805433292373404,0.9614478958017431,0.9792286602841936,2.5929304046422788,0.3219651118426827,0.013944926453180424,false,NaN,0.8427657901859751,NaN,NaN,infeasible
0.019806060761551912,0.5269503882641561,0.010436811408283246,1.6208589030464682,1.1960379586838619,0.975883767823076,1.3942679642703046,0.3494168476169939,0.010781036474745046,true,1.106996561703593,0.9895631885917168,1.0,0.4999999999999999,none
